Text,Sentiment
Camera is best fingerprint scanner is best,Positive
"The camera is very amazing and the battery charging is very fast, although the battery is a little work, the only drawback is the rest overall it is quite great in this budget",Positive
Amazing products,Positive
Front camera wode angle need to be better,Positive
Camera quality is average. Battery life is good and fingerprint should be in screen.,Positive
As you all know the Oneplus is the great brand in India like that this phone is superb. Experience is great. Amazon provides some discounts there also for the products. Got on time delivery and safe delivery.,Positive
Awesome camera,Positive
Good,Positive
Finger print rea der is good..not very good but battery is very good,Positive
Ok in this price range,Positive
Camera poor improve this fuction,Negative
"নাইস লুকিং, সুপার ফাস্ট পারফরমেন্স",Neutral
Best phone and charging time very less,Positive
Amazing features with great refresh rate and camera quality is awesome. Night mode in camera is brilliant.Special features like gestures for shortcuts are very good. Battery life is awesome.,Positive
"Fingerprint sensor is good, camera is better.Overall good purchase.Thanks Amazon and OnePlus.",Positive
Like,Neutral
Very good,Positive
80℅,Neutral
Nice one 👍,Positive
It's a deluxive phone but battery life has small span. Totally it's a good phone.,Positive
Average phone,Negative
Am so happy about the battery life!!,Positive
Best phone in this is really gr8,Positive
Good,Positive
No words only use mobile,Neutral
Good,Positive
Good,Positive
"Camera quality is very cheap and poor. don't waste your money. In this price range you can get so many phone. My old phone camera was superb quality even which is under 10k only.Poor build quality-first day got scratches in back side due to back cover, So many brands provide very good build quality phone under 15k.Sound quality also not good.Totally I waste 22.5k after purchasing this phone.Guys don't waste your money one plus Nord series phone very poor and cheap quality.",Positive
Nice,Positive
Good,Positive
Nice,Positive
Pros:Design: awesomeBattery: goodFast charging: awesomeDisplay: Amoled and light weightCons:Camera quality not upto the mark in this price rangeHeating issue is there,Positive
Very useful for day today use features,Positive
Battery good but camera not good,Positive
Good,Positive
Mobile,Neutral
Good,Positive
6.5/10,Neutral
"The phone tends to go on hold while the call is in process , any movement from the earpiece while speaking will put the call on hold.",Neutral
"The media could not be loaded.
                



 Quite good",Positive
"Most budget friendly device from OnePlusRecommended for the mid heavy user,battery and charging speed are the key points, and most importantly the processor in it makes comfortable phone",Positive
In This price Best Phone For performance ☺️,Positive
Average quality phone with good camera in this price range,Positive
"Not so upto the mark given the price range, camera is just okay, slow on watching experience and scrolling socials,",Positive
Battery life is good almost all good left from camera is 64MP but it's result is 32MP.,Positive
Very good.,Positive
"Just amazing , delivery boy was superb",Positive
Battery is lasting  less than 1 day. Fast charging is goodCamera is good.,Positive
Good,Positive
Finger print okayBattery life shortCamera so so,Neutral
"Finger prints sensor could have been located like oppo A57, otherwise good phone",Positive
All mentioned features are goodHappy with the product,Neutral
So nice phone but battery is poor quality,Positive
"The media could not be loaded.
                



 I have been looking to buy this phone for a long time. The phone is worth its price. I am writing this review after a month of use.Good quality. Very fast. A single charge should last 10-12 hours (minimum) if you are not a gamer or a constant user of the phone. And it comes with a 65w charger. It only takes 20 minutes to go from 0 to 80%. It also has a good processor. It also provides a free case. Overall it is a budget friendly phone for the average user.",Positive
Battery backup and fast charger is very good..👍Camera and fingerprint is Good..👍,Positive
"The media could not be loaded.
                



 Nice grey colour glossy finish",Positive
like,Neutral
12 version kindly provide ..my old phone 12 version available,Positive
"Camera is good , fingerprint good and battery is avarage👍",Positive
V good,Positive
Performance vise and user vise is the best phone. But camera is below average could be must better,Positive
"Battery is dropping very fast it can't hold even 1 day ,I've to charge 2 time in a day ,I can't expected from one plus this kind of performance.",Positive
Fine,Positive
Purchased this using HDFC credit card and got the 3000 off for this phone. Overall have the great experience. Camera is good and having great clearity.,Positive
"Over all..... Happy with The ProductI choose this as my secondary phone,I looked at the market for following things1) Fast Charging 📴2) 28 hour battery life🔋3) On screen finger print👍4) light Game play🧟5) fair Dimension 📳The camera is fine 🌄but not suggestible for night photography🌒I upgraded to this phone from Samsung Galaxy C9 pro🧑‍🦼Both of them are Amoled Display💐For me,What i have recieved more from OnePlus Norde CE2 than C9 pro are1) Upgraded Software🥇2) More Optimised Apps3) Fairely Fast Charging when compared to C9 Pro🥈3) On screen finger print and facial recognition4) Better Camera🥉5) 20 hour of battery on constant Light useIt's One of the best Secondary phone for a Working ProfessionalU will be Happy not Exited..",Positive
